Business Name,Tier,Business Type,Street Address,Zip,Neighborhood,Phone,Website,Owner or Manager Full Name,Owner Title,Owner Email,General or Info Email,Instagram Handle,Staff Count,Staff Count Source,Booking Software,Booking Software Source,Google Rating,Google Review Count,Multi Location,Notes
Pretty Pixie,,lash and brow,1625 W North Ave,60622,Wicker Park / Ukrainian Village,,,,,,,,,unverified,unknown,https://www.yelp.com/biz/pretty-pixie-chicago,,,no,
Pretty paint nails and beauty bar,,nails,"1200 N Ashland, Ste 506",60622,Wicker Park / Ukrainian Village,(773) 664-8846,,,,,,,,unverified,unknown,https://www.yelp.com/biz/pretty-paint-nails-and-beauty-bar-chicago-5,2.7,43,no,
Princess Latina Spa,,beauty and wellness,1313 N Western Ave,60622,Wicker Park / Ukrainian Village,(312) 361-7761,http://www.princesslatinaspa.com,,,,,@princesslatinaspa,,unverified,unknown,http://www.princesslatinaspa.com,4,49,no,
RS Laser,,beauty and wellness,848 N Ashland Ave,60622,Wicker Park / Ukrainian Village,(872) 801-0125,https://rs-laser.com,,,,info@rs-laser.com,@rs.laser.us,,unverified,mangomint,https://booking.mangomint.com/117389,5,215,no,"Actively hiring (Laser Hair Removal Specialist, Cosmetology Specialist, Front Desk positions posted on site)."
Relax Foot Spa,,beauty and wellness,1748 W North Ave,60622,Wicker Park / Ukrainian Village,(773) 799-8336,https://www.relaxfootspas.com,,,,relaxfootspainc@icloud.com,,,unverified,unknown,https://www.relaxfootspas.com,4.2,247,no,
Ruby Room Spa & Shop,,beauty and wellness,1743 W Division St,60622,Wicker Park / Ukrainian Village,(773) 235-2323,http://www.rubyroom.com,Kate Leydon,owner,,concierge@rubyroom.com,,,unverified,vagaro,https://www.vagaro.com/rubyroom/,4.6,78,no,"Names seen only in reviews/testimonials (7), not a roster, count left unverified; Est. 2002 in Wicker Park; team of specialist 'Alchemists' (massage, energy healing, tarot, skincare). Count derived from testimonials, not a formal roster, 'Ron' and 'Ronald' may be the same person (both tied to massage-type services), so this could overstate by 1."
Salon Hex,,hair salon,"1821 W Hubbard St, Ste 201",60622,Wicker Park / Ukrainian Village,(312) 363-2323,http://www.salonhex.com,Christina Crosthwaite,owner,,,@xtinahairdesign,,unverified,unknown,http://www.salonhex.com,4.8,85,no,Stylists appear to book independently (one uses vagaro); no shared salon booking tool confirmed; Hiring (per website); Owner voted #1 Hairdresser in Chicago (per IG bio).
SalonChick,,hair salon,2306 W Chicago Ave,60622,Wicker Park / Ukrainian Village,(773) 593-9091,,,,,,,,unverified,unknown,https://www.yelp.com/biz/salonchick-chicago,4.7,40,no,
Samson,,beauty and wellness,2056 W Chicago Ave,60622,Wicker Park / Ukrainian Village,(773) 384-4247,https://samsoninc.com,Karen Murphy,owner,,,@samson_inc,,unverified,vagaro,https://www.vagaro.com/samsoninc/,4.6,10,no,"Reviews highlight discreet, personalized service."
Sew What Salon Centre,,hair salon,829 N California Ave,60622,Wicker Park / Ukrainian Village,(630) 768-1513,http://sewwhatsalon.com,,,,,,,unverified,unknown,http://sewwhatsalon.com,4.9,115,no,
Shay Monai Artistry,,hair salon,2643 W Division St,60622,Wicker Park / Ukrainian Village,(312) 826-7429,,,,,,,,unverified,unknown,https://www.yelp.com/biz/shay-monai-artistry-chicago,,,no,
Sine Qua Non Salon - West Town,,hair salon,2038 W Chicago Ave,60622,Wicker Park / Ukrainian Village,(773) 252-4700,http://www.sinequanonsalons.com,,,,,@sinequanonsalons,,unverified,rosy,https://online.rosysalonsoftware.com/onlineBooking?id=23905,,,yes (3),"Hiring (per website); 3-location Chicago chain (Lakeview, Andersonville, West Town), since 1993. Named one of Top 10 salons in the US (Chicago Style Magazine Modern Luxury, 2025); WSJ featured 2024; Time Out Best Hair Salons 2024."
Soho Atelier,,hair salon,2950 W Chicago Ave,60622,Wicker Park / Ukrainian Village,(312) 834-4662,,Benito Barron,owner,,,,,unverified,vagaro,https://www.vagaro.com/googlemap/U2FsdGVkX18IYuTr~veSQjIUIPmk7VsUhsIZVNS3ToM=/services?rwg_token=AE37R_ghpK-SRMD6-O9lRywjQv-w8tRmrz19JhG9YLowdxtpvl1ihgzn3X1QP-Dsre_leLbtoejGWzQNljTF0UoEUlzVriH8jQ%3D%3D,4,80,no,
Sonia Herbal Salon,,beauty and wellness,1625 W North Ave,60622,Wicker Park / Ukrainian Village,(773) 772-7310,http://www.soniasalon.com,,,,soniasalon@gmail.com,@duasonia,,unverified,unknown,http://www.soniasalon.com,4,22,no,
Spa Social,,hair salon,1855 W Chicago Ave,60622,Wicker Park / Ukrainian Village,(312) 566-7122,http://www.spasocialside.com,Gia Favia,owner,,,,,unverified,vagaro,http://www.vagaro.com/spasocial,4.7,14,no,
Spirit and Matter,,beauty and wellness,"2950 W Chicago Ave, Ste 302 AB",60622,Wicker Park / Ukrainian Village,(312) 788-7113,https://www.spiritandmatter.com,,,,hello@spiritandmatter.com,@spiritandmattercollective,,unverified,unknown,https://www.spiritandmatter.com,5,45,yes (2),"Roster of 7 appears company-wide (yes (2)); per-location count unverified, source: https://www.spiritandmatter.com; Roster spans multiple locations (Chicago + Asheville, plus online), count is the total across locations, not confirmed per-address."
Studio I-90,,hair salon,1924 W Armitage Ave,60622,Wicker Park / Ukrainian Village,(773) 342-1878,,,,,,,,unverified,fresha,https://www.fresha.com/lvp/studio-i-90-west-armitage-avenue-chicago-wXRg0D,4.8,53,no,"Existing Fresha user, payments-attach conversation?"
Stylish Nails,,nails,1837 W Chicago Ave,60622,Wicker Park / Ukrainian Village,(312) 421-1580,,,,,,,,unverified,unknown,https://www.yelp.com/biz/stylish-nails-chicago,3.8,126,no,
T Pro Massage,,beauty and wellness,2520 W Chicago Ave,60622,Wicker Park / Ukrainian Village,(773) 278-7056,,,,,,,,unverified,unknown,https://www.yelp.com/biz/t-pro-massage-chicago-2,,,no,
Tamed,,hair salon,1668 W Division St,60622,Wicker Park / Ukrainian Village,(773) 697-8124,,,,,,,,unverified,vagaro,https://www.vagaro.com/pro/,4.4,126,yes (3),"Hiring (per website); 'Tamed' is the Wicker Park blowout/extensions studio brand of Gravity Salon and Spa (3 locations: Orland Park flagship, Southport, Wicker Park); Website listed on Yelp (gravitysalonandspa.com) looks like a different business; removed"
The NOW Massage Wicker Park,,beauty and wellness,1350 N Milwaukee Ave,60622,Wicker Park,(773) 828-8186,,,,,,,,unverified,unknown,https://www.yelp.com/biz/the-now-massage-wicker-park-chicago-3,4.6,232,yes (90+),Hiring (per website); National massage franchise (90+ locations per IG); no location-level roster found; Website listed on Yelp (thenowmassage.com) looks like a different business; removed
The Nail Bar on Division,,nails,1939 W Division St,60622,Wicker Park / Ukrainian Village,(773) 697-7220,http://Nailbardivision.com,,,,nailbardivision@gmail.com,@nailbardivision.chicago,,unverified,fresha,https://www.fresha.com/book-now/the-nail-bar-of-division-m0rmh229/all-offer?share=true&pId=2710227,4.6,286,no,"Existing Fresha user, payments-attach conversation?; Existing Fresha user (booking via Fresha)."
Underground Nail Art,,nails,938 N Damen Ave,60622,Wicker Park / Ukrainian Village,(773) 661-2766,,,,,,,,unverified,unknown,https://www.yelp.com/biz/underground-nail-art-chicago,,,no,
Urban Wellness Chicago,,beauty and wellness,"1564 N Damen Ave, Ste 207",60622,Wicker Park / Ukrainian Village,(872) 225-2552,http://www.urbanwellnesschi.com,Terri Lynn Visovatti,owner,,urbanwellnesschicago@gmail.com,,,unverified,unknown,http://www.urbanwellnesschi.com,5,2,no,
Velour Nails,,nails,1508 N Damen Ave,60622,Wicker Park / Ukrainian Village,(773) 857-1508,https://velournailschicago.com,,,,velournails.inc@gmail.com,@velournailschicago,,unverified,unknown,https://velournailschicago.com,4.9,102,no,
Viktoria Spa,,beauty and wellness,2154 W Division St,60622,Wicker Park / Ukrainian Village,(773) 656-4556,,,,,,,,unverified,vagaro,https://www.vagaro.com/googlemap/U2FsdGVkX190tz5-IjaVO~NbR-CyzR0hGd7GrysYnpc=/services?rwg_token=AE37R_jBMlGWi-kcftT2N9_qhQ0i6-l_zWN5aU0478aY-rxwjZ1A_gJfgFMsFiGDUyv8-bO-uEm51dMgCR_5CpS4Bqgb1SqP7w%3D%3D,4.5,52,no,
Wax and Relax,,beauty and wellness,"2131 W Division St, Viktoria Skin Care",60622,Wicker Park / Ukrainian Village,(773) 733-6967,,,,,,,,unverified,unknown,https://www.yelp.com/biz/wax-and-relax-chicago-2,,,no,
cammedSpa,,beauty and wellness,1349 N Western Ave,60622,Wicker Park / Ukrainian Village,(773) 384-8584,http://www.cammedicalgroup.org,,,,,,,unverified,unknown,http://www.cammedicalgroup.org,3.8,49,no,Shares its address (1349 N Western Ave) with CAM Medical Group (a primary care clinic) - appears to be that practice's med-spa service line.
salonblonde,,hair salon,1643 W North Ave,60622,Wicker Park / Ukrainian Village,(773) 235-4085,http://www.salonblonde.com,,,,,@salonblondechi,,unverified,square,https://salonblonde-101734.square.site/,,,no,"Hiring (per website); Relocated, joined Ricci Kapricci Salon at 1416 W Fullerton Ave (60614); no longer at the listed 60622 address."
Barbara&Barbara,1,hair salon,2925 W Diversey Ave,60647,Logan Square / Bucktown,(773) 384-6244,https://www.barbaraandbarbara.com,,,,management@barbaraandbarbara.com,@barbaraandbarbara,15,https://www.barbaraandbarbara.com/team,fresha,https://www.fresha.com/lvp/barbara-barbara-west-diversey-avenue-chicago-vvLPGJ,4.7,431,no,"Existing Fresha user, payments-attach conversation?; Existing Fresha user, Google Business booking link routes to Fresha."
Penny Lane Hair Studios,1,hair salon,2658 N Sawyer Ave,60647,Logan Square / Bucktown,(773) 486-3826,http://www.pennylanechicago.com,,,,booking@pennylanechicago.com,@pennylanestudios,10,https://www.pennylanechicago.com/team,unknown,http://www.pennylanechicago.com/,4.7,202,no,Voted Best Salon 2019 (Chicago Reader); currently hiring stylists.
Spa Soak,1,beauty and wellness,1733 N Milwaukee Ave,60647,Logan Square / Bucktown,(773) 395-9000,http://www.spasoakchicago.com,,,,hello@spasoakchicago.com,@spasoakchi,10,http://www.spasoakchicago.com/our-team,boulevard,http://www.spasoakchicago.com,4.6,157,no,actively hiring (careers page)
Sparrow,1,hair salon,3652 W. Wrightwood Ave,60647,Logan Square / Bucktown,(773) 486-9300,http://www.sparrowhair.com,,,,appointments@sparrowhair.com,,10,http://www.sparrowhair.com/team,boulevard,https://dashboard.boulevard.io/booking/businesses/276a59f8-6994-40b1-9d8f-80a914f286ac/widget#/cart/menu,4.9,145,no,
Little Broken Things,1,hair salon,2031 N Milwaukee Ave,60647,Logan Square / Bucktown,(773) 799-8828,http://www.littlebrokenthingschicago.com,,,,info@littlebrokenthingschicago.com,@littlebrokenthings,9,http://www.littlebrokenthingschicago.com/chicago-team,unknown,http://www.littlebrokenthingschicago.com,4.7,272,yes (2),"Featured in Crain's Chicago Business, UrbanMatter, and Modern Salon; voted Chicago's Best Hair Salon by the Chicago Reader and on Salon Today's 200 list for growth; currently hiring stylists."
Marin Hair Co,1,hair salon,2500 N Calfornia Ave,60647,Logan Square / Bucktown,(773) 687-9990,http://www.marinhairco.com,,,,info.marinhairco@gmail.com,@marinhairco,9,http://www.marinhairco.com/team,boulevard,http://www.marinhairco.com,4.8,198,no,"IG bio: ""Independently owned & award winning"" Davines concept salon."
L|Glamour,1,hair salon,3512 W Fullerton Ave,60647,Logan Square / Bucktown,(773) 383-4424,http://www.lglamourchicago.com,,,,,@hair.sandra_,8,http://www.lglamourchicago.com,unknown,http://www.lglamourchicago.com,4.9,72,no,Stylists book on Vagaro individually; one esthetician uses a Booksy invite link; no shared salon booking tool confirmed
Logan Parlor,1,hair salon,3251 W Fullerton Ave,60647,Logan Square / Bucktown,(872) 206-2682,http://www.loganparlor.com,Jamie DiGrazia,owner,,loganparlor@gmail.com,@loganparlorhair,7,http://www.loganparlor.com/team,meevo,https://login.meevo.com/LoganParlor/ob?locationId=503366,4.7,240,no,"Award-winning salon: Chicago's Best New Salon 2014 (Chicago Magazine), multiple NAHA nominations incl. Men's Hairstylist of the Year; currently hiring."
The Gilded Lily,1,hair salon,2741 N Spaulding Ave,60647,Logan Square / Bucktown,(773) 904-8540,https://www.gildedlilychicago.com,,,,hello@gildedlilychicago.com,@gildedlilychi,7,https://www.gildedlilychicago.com/our-team,unknown,https://www.gildedlilychicago.com,4.9,242,no,"A gift-card link suggests meevo, but the Book button destination was not captured; hiring; Top 200 Salon (2x) award"
Elemental Health,1,beauty and wellness,2225 W North Ave,60647,Logan Square / Bucktown,(773) 252-0555,http://www.elementalhealthchicago.com,,,,info@elementalhealthchicago.com,@elementalhealthchicago,6,http://www.elementalhealthchicago.com,unknown,http://www.elementalhealthchicago.com,5,6,no,"A gift-card link suggests square, but the Book button destination was not captured; Est. 2007 in Wicker Park; offers weekly Community Acupuncture (Thu 4-7pm)."
Olivo MedSpa,1,beauty and wellness,2550 W Fullerton Ave,60647,Logan Square / Bucktown,(872) 315-3481,http://www.olivomedspa.com,Jacqueline Olivo,owner,,,@olivomedspa,5,https://www.olivomedspa.com/about/,vagaro,https://www.vagaro.com/Users/BusinessWidget.aspx?enc=MMLjhIwJMcwFQhXLL7ifVGA1QjI5GH1p2XyHEYe23LheLozkQ3HKf4HbvU78PJurSCzXClDbUF/tG0rGPy1y2A9Dq+OUvLRvvdLaYCCQC4QVr4shlYmE8mhiaXedCcCUmrowDvtBYrcLfjzh+gzb+QIrl2bpNV24dz88kmPeFIGDximN2x5YeQsejOrI/p4n68BPzf82Lnk1bbcIqH38svP/SPRNn1VWIlF2nh1dJUlXH4tmOAdBW6kHNrLjtrVmPed/2C/FTjiMwsh+AhtS32Bz44KiW00Y9HRV9TgvqvZk4V0VW1NPWmdOru/9dj5Qiy/HyRNBBPwxMhqzZ6PIAHPBS0LhTArgjR++lm96vrCNHW+6P5YRK+vO2y8HpyJ/XEDwXfFRUl1TSeA+HIWL6wspcnyqMF+e83mpBcRdxPc=,4.9,158,no,
appt-only,1,hair salon,2016 W Concord Pl,60647,Logan Square / Bucktown,(312) 525-9661,http://appt-only.com,Andrew Tartara,owner,,salon@appt-only.com,@andrewtartara,5,http://appt-only.com,phorest,https://phorest.com/book/salons/apptonly,5,170,no,Recently added stylist Kevin Wheatley to the team; actively hiring ('We're Growing').
606 Salon,2,hair salon,2100 N Damen Ave,60647,Logan Square / Bucktown,,http://www.606salon.com,,,,itsthe606salon@icloud.com,,4,http://www.606salon.com/stylists,unknown,http://www.606salon.com,5,43,no,
J & Co Hair Studio,2,hair salon,"1653 N Western Ave, Ste 1S",60647,Logan Square / Bucktown,(773) 697-4637,http://www.jcohairstudio.co,,,,,@jcohairstudiochicago,4,http://www.jcohairstudio.co/our-team,unknown,http://www.jcohairstudio.co,4.9,74,no,"A gift-card link suggests square, but the Book button destination was not captured; Hiring (per website); founded 2019 by two hairstylists (per Yelp history); multiple 5-star Google reviews specifically praise stylist Nick by name, standout review theme"
Lulu Beauty Spa,2,lash and brow,2549 west fullerton ave,60647,Logan Square / Bucktown,(773) 870-2816,https://lulubeautyspa.com,Lucy Turkewitz,owner,lucy@lulubeautyspa.com,lucy@lulubeautyspa.com,@lulu.beauty.spa,4,https://lulubeautyspa.com/about/,glossgenius,https://lulubeautyspa1.glossgenius.com/book?service_token=1000f-a669bd53-4c90-48f5-bd19-88970c1006d2,4.8,125,no,
Doll Heads Salon,2,hair salon,3319 W Armitage Ave,60647,Logan Square / Bucktown,(773) 799-8001,http://www.dollheadsalon.com,Shelly Carbone,owner,,dollheadsalon@gmail.com,@o1,3,https://www.dollheadsalon.com/stylists,square,https://square.site/book/TED47TYPVRXFM/doll-heads-chicago-il,4.8,129,no,
7am Nails,,nails,2719 N Elston Ave,60647,Logan Square / Bucktown,,,,,,,,,unverified,unknown,https://www.yelp.com/biz/7am-nails-chicago-3,4.9,90,no,
Aby's Unisex,,hair salon,3233 W Fullerton Ave,60647,Logan Square / Bucktown,(773) 701-2944,https://abysunisex.wixsite.com/salon,,,,,,,unverified,unknown,https://abysunisex.wixsite.com/salon,4.7,143,no,
All Jazzed Up,,nails,3822 W North Ave,60647,Logan Square / Bucktown,(312) 868-6078,,,,,,,,unverified,unknown,https://www.yelp.com/biz/all-jazzed-up-chicago,4.4,21,no,
American Nail Spa,,nails,4051 W Diversey Ave,60647,Logan Square / Bucktown,(773) 666-5429,,,,,,,,unverified,unknown,https://www.yelp.com/biz/american-nail-spa-chicago,4.1,321,no,
Aol Massage,,beauty and wellness,2559 W Fullerton Ave,60647,Logan Square / Bucktown,(773) 252-0360,,,,,,,,unverified,unknown,https://www.yelp.com/biz/aol-massage-chicago,2.8,32,no,
Aria Nail Spa,,nails,1739 N Milwaukee Ave,60647,Logan Square / Bucktown,(773) 698-6455,,,,,,,,unverified,unknown,https://www.yelp.com/biz/aria-nail-spa-chicago,4.8,572,no,Strong review base (572 Google reviews)
Art of Alchemy Salon,,hair salon,1922 N Damen Ave,60647,Logan Square / Bucktown,(773) 510-7645,http://www.artofalchemysalon.com,,,,,@artofalchemysalon,,unverified,vagaro,https://www.vagaro.com/artofalchemysalon,5,18,yes (2),"Roster of 4 appears company-wide (yes (2)); per-location count unverified, source: http://www.artofalchemysalon.com; Recently expanded, new River North location now open per Yelp specialties. Team section also lists ""Glamour Girl"" for airbrush tanning; unclear if a person's name or a service brand, not included in count. Roster may span both Bucktown and River North locations (not distinguished on the page)."
Asia Nails,,nails,2051 W North Ave,60647,Logan Square / Bucktown,(773) 227-2299,,,,,,,,unverified,fresha,https://www.fresha.com/en-GB/lvp/asia-nails-west-north-avenue-chicago-30GqqE,4,132,no,"Existing Fresha user, payments-attach conversation?; existing Fresha user"
Asia Nails Salon,,nails,2549 N Milwaukee Ave,60647,Logan Square / Bucktown,(773) 252-8946,,,,,,,,unverified,fresha,https://www.fresha.com/lvp/asia-nails-salon-north-milwaukee-avenue-chicago-Boo3P3,3.8,201,no,"Existing Fresha user, payments-attach conversation?; existing Fresha user"
Beautylicious,,hair salon,2824 W Diversey Ave,60647,Logan Square / Bucktown,(312) 468-9435,,,,,,,,unverified,unknown,https://www.yelp.com/biz/beautylicious-chicago-2,,,no,
Bucktown Nails & Spa,,nails,2036 N Damen,60647,Logan Square / Bucktown,(773) 862-1500,,,,,,,,unverified,unknown,https://www.yelp.com/biz/bucktown-nails-and-spa-chicago,4.4,60,no,
Charmed Lashe Studio 606,,lash and brow,1725 N Western Ave,60647,Logan Square / Bucktown,(773) 249-4411,,,,,,,,unverified,unknown,https://www.yelp.com/biz/charmed-lashe-studio-chicago-2,4.6,57,no,
Chicago Chop Shop,,hair salon,"2412 W North Ave, Ste 3E",60647,Logan Square / Bucktown,(312) 625-0628,,,,,,,,unverified,unknown,https://www.yelp.com/biz/chicago-chop-shop-chicago-4,4,599,no,Strong review base (599 Google reviews)
Chicago Forever Chic Hair Salon,,hair salon,2445 W Armitage Ave,60647,Logan Square / Bucktown,(773) 592-9303,,,,,,,,unverified,booksy,https://booksy.com/en-us/rwg/204179_forever-chic-hair-salon_skin-care_18229_chicago?rwg_token=AE37R_hXz33UVJpSdsAnmkexRheTFXevXJtrw5o3EyfStH9loUHfcAF0kHtcizb0YS5eNm9_9_tYN8c-buT75w_3M6DvNpo41g%3D%3D,4.4,99,no,books via Booksy (per Google Business Profile booking link)
Chicago Nail Room,,nails,"1616 N Western Ave, Ste 1A",60647,Logan Square / Bucktown,(773) 799-8816,,,,,,,,unverified,unknown,https://www.yelp.com/biz/chicago-nail-room-chicago,4.5,157,no,
Chicago's Best Beauty,,nails,2312 North California Ave,60647,Logan Square / Bucktown,(773) 799-8707,,Jorge Rios,owner,,,,,unverified,unknown,https://www.yelp.com/biz/chicagos-best-beauty-chicago-2,4.8,225,no,"newest venture from the 'Chicago's Best' brand (owner Jorge Rios), which also operates Chicago's Best Barbershop at 2 locations (incl. Humboldt Park); this location is the beauty/nail division"
Daki Salon,,beauty and wellness,1909 N Milwaukee Ave,60647,Logan Square / Bucktown,(773) 252-9293,,,,,,,,unverified,unknown,https://www.yelp.com/biz/daki-salon-chicago,4.7,229,no,
European Wax Center,,beauty and wellness,2717 N Elston,60647,Logan Square / Bucktown,(773) 292-9299,https://locations.waxcenter.com/il/chicago/chicago-logan-square-0330.html,,,,,@europeanwax,,unverified,unknown,https://locations.waxcenter.com/il/chicago/chicago-logan-square-0330.html,4.9,744,yes (5),Currently hiring (per website); Strong review base (744 Google reviews)
FACE FOUNDRIÉ - Chicago Bucktown,,beauty and wellness,1721 N Damen Ave,60647,Logan Square / Bucktown,(312) 788-0292,https://facefoundrie.com/location/chicago-bucktown,,,,bucktown.skinexpert@facefoundrie.com,@facefoundrie,,unverified,unknown,https://facefoundrie.com/location/chicago-bucktown/?utm_source=yelp&utm_medium=social&utm_campaign=book-now,4.8,228,yes (80+),hiring; national franchise expanding (175+ locations in development per IG)
Finding Me Facial Studio,,beauty and wellness,2603 W North Ave,60647,Logan Square / Bucktown,(773) 414-6713,,,,,,,,unverified,unknown,https://www.yelp.com/biz/finding-me-facial-studio-chicago,5,20,no,
Gaia Evolution Spa & Salon,,hair salon,3143 W Fullerton Ave,60647,Logan Square / Bucktown,(773) 799-8843,https://www.gaiaevolutionspaandsalon.com,,,,gaiaevolution@icloud.com,@gaiaspaandsalon,,unverified,salonbiz,https://book.salonbiz.com/widget/#/welcome?comToken=c6615t202407091845p58fJw38866o38Aaju4sA,4.9,87,no,"Aveda Exclusive Salon, organic/vegan/cruelty-free positioning; founded 2016 by Jay and Ernesto (first names only, per Yelp)"
Gold & Braid Salon,,hair salon,1945 N Damen Ave,60647,Logan Square / Bucktown,(773) 384-7998,http://www.goldandbraidsalon.com,,,,,,,unverified,vagaro,https://www.vagaro.com/googlemap/U2FsdGVkX1~JB8XznqlCs5BNtlDCOBucjHChRku2DxM=/services?rwg_token=AE37R_iGGTlkiC43CxomV7xiHtqPkzrocOfSSa3XpMvHk64E0STWE-Tg5JMeZvaguC0Upgqaheb5kqY0p1qk9HZ38xzAieeGrg%3D%3D,4.8,11,no,"AMBIGUOUS DATA: the captured website content is for a different business entirely (a Long Beach, CA hairstylist), likely a domain mismatch or expired-domain scrape, not this salon's actual site. Books via Vagaro (per Google Business Profile booking link)."
Jimmy Nails,,nails,3107 W Armitage Ave,60647,Logan Square / Bucktown,(773) 227-3107,,,,,,,,unverified,unknown,https://www.yelp.com/biz/jimmy-nails-chicago-3,4,58,no,
Lamint,,nails,2204 W North Ave,60647,Logan Square / Bucktown,(773) 270-6430,https://www.lamint-chi.com,,,,lamint.chi@gmail.com,@lamint.chi,,unverified,fresha,https://www.fresha.com/book-now/lamint-jbgsrldx/services?lid=2865518&share=true&pId=2770763,5,1746,no,"Existing Fresha user, payments-attach conversation?; Strong review base (1746 Google reviews)"
Lash & Beauty Bar,,lash and brow,1600 N Maplewood,60647,Logan Square / Bucktown,(312) 566-3379,,,,,,,,unverified,unknown,https://www.yelp.com/biz/lash-and-beauty-bar-chicago,,,no,Recently relocated from Lakeview to West Town (per Yelp); serving clients since 2017
Lee Nails,,nails,2657 N Elston Ave,60647,Logan Square / Bucktown,(773) 772-6150,,,,,,,,unverified,unknown,https://www.yelp.com/biz/lee-nails-chicago-7,4,228,no,
Logan Square Nail Salon,,nails,2453 N Milwaukee,60647,Logan Square / Bucktown,(773) 799-8975,http://logansquarenailsalon.com,,,,,,,unverified,unknown,http://logansquarenailsalon.com,4.3,425,no,
Lucy's Hair Design,,hair salon,2126 N Western Ave,60647,Logan Square / Bucktown,(773) 484-8131,,,,,,,,unverified,booksy,https://booksy.com/en-us/rwg/409831_lucys-hair-design_hair-salon_18229_chicago?rwg_token=AE37R_i2BWJjaGfJ3b-bh42KhgVKytYo-j3HNWlN94czChVr9ECtoBRTiazquLwRT2wgbcEpGMqhA5E-1M_1Q-HZdODy2N82mg%3D%3D,4.1,42,no,
M Aesthetics,,beauty and wellness,"3111 W Armitage Ave, Ste 212",60647,Logan Square / Bucktown,(872) 800-7589,,,,,,,,unverified,vagaro,https://www.vagaro.com/mfaesthetics,5,108,no,
Magic Touch,,nails,3407 W North Ave,60647,Logan Square / Bucktown,(773) 227-3852,,,,,,,,unverified,unknown,https://www.yelp.com/biz/magic-touch-chicago-5,3.7,211,no,
Maria's Unisex Hair Designs,,hair salon,3454 W Diversey Ave,60647,Logan Square / Bucktown,(773) 489-5343,,,,,,,,unverified,fresha,https://www.fresha.com/lvp/marias-unisex-hair-designs-west-diversey-avenue-chicago-X461nA,4.6,80,no,"Existing Fresha user, payments-attach conversation?; Existing Fresha user (Google booking link points to fresha.com)."
Massage Therapy,,beauty and wellness,2407 N Milwaukee Ave,60647,Logan Square / Bucktown,(312) 678-2098,,,,,,,,unverified,unknown,https://www.yelp.com/biz/massage-therapy-chicago-5,,,no,
Nail Secrets,,nails,2719 N Elston Ave,60647,Logan Square / Bucktown,(773) 455-5683,https://nailsecretschicago.com,,,,,,,unverified,unknown,https://nailsecretschicago.com,,,no,
New Orient Spa II,,beauty and wellness,"1631 N Western Ave, 1f",60647,Logan Square / Bucktown,(312) 975-9112,http://orientspamassage.com,,,,,,,unverified,setmore,https://orientspa1631.setmore.com/,4.1,52,no,
OFF Shore Spa,,beauty and wellness,2620 W North Ave,60647,Logan Square / Bucktown,(773) 350-4518,http://offshorespa.com,,,,,,,unverified,vagaro,https://www.vagaro.com/pro/booking-website-builder,4.9,236,no,
Panda Foot Spa,,beauty and wellness,2212 W North Ave,60647,Logan Square / Bucktown,(773) 687-9815,https://www.pandafootspail.com,,,,ilovepandafootspa@gmail.com,,,unverified,setmore,https://pandafootspa0mo8.setmore.com/,5,56,no,Count removed after audit: booking widget lists front-desk and clinical-assistant roles among therapists; bookable therapist count not confirmed
Paris Nails salon,,nails,2849 W Armitage Ave,60647,Logan Square / Bucktown,(773) 799-8285,https://parisnails-chicago.com,,,,,,,unverified,unknown,https://parisnails-chicago.com,4.1,134,no,"Yelp history describes it as a ""brand new salon"" in an up-and-coming neighborhood."
Pinky’s Promise Beauty,,beauty and wellness,2522 N Hamlin Ave,60647,Logan Square / Bucktown,(312) 918-8640,https://pinkypromisebeauty.net,,,,milenabbrandao@gmail.com,,,unverified,daysmart,https://book.daysmart.com/api/booking/service?DSID=DC-741521,4.5,38,no,
Plateau Blu Salon,,hair salon,2064 N Western Ave,60647,Logan Square / Bucktown,(773) 227-8787,,,,,,,,unverified,vagaro,https://www.vagaro.com/googlemap/U2FsdGVkX1~Qwe89tlQKGwNjYSfPlylT10MHVnYSQTg=/services?rwg_token=AE37R_gv0cSAG59ZTcEk_hh3Fec5T9Wa-5P-mRvW14DVNSNIPqvdBX9-hmjFbP_YjYegz3554Sfz60yddDv86uW6mBgtQncTbw%3D%3D,4.8,77,no,
Rachel's Nails,,nails,1600 N Maplewood Ave,60647,Logan Square / Bucktown,(773) 342-6044,,,,,,,,unverified,unknown,https://www.yelp.com/biz/rachels-nails-chicago,4,225,no,
ReJenerate Aesthetic Studio,,beauty and wellness,2131 N Damen,60647,Logan Square / Bucktown,(773) 520-0282,http://www.rejenerateas.com,,,,rejenerateas@gmail.com,@rejenerate.aesthetic.studio,,unverified,fresha,https://www.fresha.com/lvp/rejenerate-aesthetic-studio-north-damen-avenue-chicago-4P0Rzy,5,53,no,"Existing Fresha user, payments-attach conversation?; Hiring (per website); Existing Fresha user, Google Maps booking link routes to fresha.com."
Reishi,,beauty and wellness,1629 N Milwaukee Ave,60647,Logan Square / Bucktown,(773) 276-8746,,,,,,,,unverified,vagaro,https://www.vagaro.com/us04/trimlincolnpark,,,no,Website listed on Yelp (trimwax.com) looks like a different business; removed
RideLine Sharpening,,hair salon,2116 N Springfield Ave,60647,Logan Square / Bucktown,(773) 800-1497,,,,,,,,unverified,unknown,https://www.yelp.com/biz/rideline-sharpening-chicago-2,,,no,
